Wall time,Step,Value
1573659165.651923,42,3.153752326965332
1573659173.847753,167,5.367886543273926
1573659177.905511,229,5.206061363220215
1573659194.015833,474,5.859288692474365
1573659198.124201,536,6.254283905029297
1573659200.994624,579,7.190186977386475
1573659201.476613,586,6.379091262817383
1573659205.607729,647,6.810433864593506
1573659209.998498,714,7.052606105804443
1573659216.291352,808,6.227038383483887
1573659230.188025,1014,11.872106552124023
1573659251.627445,1333,6.107528209686279
1573659255.123301,1385,7.612131118774414
1573659258.525911,1436,8.64358139038086
1573659278.419756,1734,6.113738059997559
1573659278.618067,1737,8.31595230102539
1573659288.086508,1877,6.688900470733643
1573659317.060947,2307,7.943159103393555
1573659322.664979,2389,7.48248291015625
1573659329.146281,2485,5.897747039794922
1573659329.211848,2486,8.279915809631348
1573659342.666153,2685,7.44419527053833
1573659379.624306,3230,7.404367923736572
1573659380.698262,3246,8.142023086547852
1573659384.604853,3305,10.603192329406738
1573659405.735211,3618,8.592109680175781
1573659405.8711,3620,3.602776050567627
1573659453.242287,4317,7.130975246429443
1573659458.920145,4400,9.2208890914917
1573659465.196199,4492,8.323457717895508
1573659466.336566,4509,10.925446510314941
1573659497.693507,4971,11.957667350769043
1573659508.793828,5134,8.422674179077148
1573659523.0788,5345,8.43128776550293
1573659548.849191,5723,7.463508605957031
1573659561.234753,5907,7.25654935836792
1573659566.918592,5990,9.49460220336914
1573659581.323158,6200,8.319812774658203
1573659614.981056,6699,8.039397239685059
1573659615.785595,6711,16.70650863647461
1573659625.572527,6854,10.942302703857422
1573659633.235863,6966,7.927631378173828
1573659646.206193,7155,11.57738208770752
1573659666.971769,7460,10.298835754394531
1573659667.181445,7463,8.487154006958008
1573659690.142234,7798,10.879429817199707
1573659692.640933,7833,8.33145523071289
1573659708.643628,8066,5.487715244293213
1573659716.44767,8180,8.188788414001465
1573659719.213421,8221,8.586414337158203
1573659737.735334,8498,6.209089279174805
1573659738.402015,8508,6.968005180358887
1573659763.775483,8878,8.955704689025879
1573659767.606395,8935,5.592543601989746
1573659789.724169,9260,7.8231201171875
1573659803.891148,9468,8.358345985412598
1573659809.746685,9554,8.84568977355957
1573659819.595338,9698,6.208808422088623
1573659867.301589,10399,6.90263557434082
1573659872.783523,10479,6.444955825805664
1573659875.713228,10522,8.990081787109375
1573659901.619278,10905,18.042171478271484
1573659905.813577,10966,6.085712432861328
1573659909.452944,11020,5.317431449890137
1573659944.291016,11532,8.496864318847656
1573659946.627875,11566,7.106788635253906
1573659954.750158,11685,8.759427070617676
1573659973.937657,11969,10.156229972839355
1573659974.278779,11974,8.464195251464844
1573659987.240011,12164,10.849678039550781
1573659995.907551,12290,7.9970855712890625
1573660035.729593,12877,10.402546882629395
1573660046.364487,13034,8.612639427185059
1573660048.180677,13061,12.211244583129883
1573660084.737941,13597,8.459678649902344
1573660086.297064,13620,8.818378448486328
1573660132.122654,14294,12.678922653198242
1573660157.53803,14668,10.306809425354004
1573660165.134939,14779,5.90431547164917
1573660171.561304,14873,8.643994331359863
1573660212.524271,15473,7.223633766174316
1573660232.246494,15764,10.276936531066895
1573660256.280468,16116,9.65671157836914
1573660306.79772,16857,9.354820251464844
1573660321.032965,17066,9.555967330932617
1573660323.160638,17097,10.576105117797852
1573660338.073937,17317,9.529573440551758
1573660339.581276,17339,6.7408447265625
1573660353.481224,17543,12.450812339782715
1573660354.441775,17557,8.4896879196167
1573660415.271353,18451,8.877999305725098
1573660464.077802,19169,10.192398071289062
1573660488.636859,19531,7.324446678161621
1573660496.036699,19640,11.384364128112793
1573660502.249879,19731,10.75567626953125
1573660520.385757,19995,5.620881080627441
1573660524.290635,20053,8.30704402923584
1573660524.902566,20062,9.854424476623535
1573660537.262613,20244,7.5774359703063965
1573660537.800259,20252,10.653730392456055
1573660542.674828,20323,7.880867004394531
1573660550.648435,20440,9.978364944458008
1573660557.284445,20539,7.188427448272705
1573660559.91194,20578,4.458338737487793
1573660573.735925,20779,12.418693542480469
1573660573.935057,20782,14.191370010375977
1573660578.917218,20855,9.469278335571289
1573660594.189564,21080,7.749088764190674
1573660598.604337,21144,11.531713485717773
1573660604.586892,21232,8.291189193725586
1573660610.520487,21319,10.097402572631836
1573660646.573829,21848,10.420734405517578
1573660673.534185,22245,9.816593170166016
1573660679.22437,22330,7.3368353843688965
1573660681.073459,22358,8.733917236328125
1573660734.062412,23138,7.486520767211914
1573660734.743585,23148,10.667284965515137
1573660737.780994,23192,8.839478492736816
1573660744.158057,23286,12.4005126953125
1573660749.335447,23361,7.593708038330078
