Wall time,Step,Value
1573564986.326458,42,0.0008631618111394346
1573564989.92934,167,-0.03725036233663559
1573564991.735311,229,-0.061840180307626724
1573564991.879837,234,-0.06150374561548233
1573564993.005272,273,-0.052740149199962616
1573564998.816894,474,-0.10540380328893661
1573565000.609538,536,-0.10901306569576263
1573565001.859617,579,-0.10705500096082687
1573565002.061432,586,-0.10935831069946289
1573565003.445181,634,-0.1100625991821289
1573565003.820664,647,-0.10590436309576035
1573565005.756376,714,-0.09927605837583542
1573565008.47864,808,-0.09201370179653168
1573565014.432331,1014,-0.07816378772258759
1573565023.654295,1333,-0.04448705166578293
1573565023.769631,1337,-0.052442554384469986
1573565025.15252,1385,-0.049051329493522644
1573565025.355355,1392,-0.04579206183552742
1573565026.625957,1436,-0.028535420075058937
1573565033.988534,1691,-0.008045820519328117
1573565035.226527,1734,-0.02944115363061428
1573565035.312655,1737,-0.03186025470495224
1573565039.354081,1877,-0.012752746231853962
1573565040.511614,1917,-0.002997518517076969
1573565043.94304,2036,-0.018041830509901047
1573565048.633248,2199,-0.03985551744699478
1573565051.754594,2307,-0.016349194571375847
1573565054.121355,2389,-0.026110172271728516
1573565056.88591,2485,-0.0361531563103199
1573565056.914832,2486,-0.032942019402980804
1573565057.260375,2498,-0.026234179735183716
1573565062.642804,2685,-0.06254055351018906
1573565072.818149,3038,-0.017369646579027176
1573565078.352761,3230,-0.06583753228187561
1573565078.812964,3246,-0.07064414024353027
1573565080.521663,3305,-0.0743907019495964
1573565089.529729,3618,-0.06668008863925934
1573565089.587088,3620,-0.07444162666797638
1573565091.026901,3670,-0.023885546252131462
1573565093.076217,3741,-0.0781923308968544
1573565095.174282,3814,-0.03485270217061043
1573565095.37549,3821,-0.05847013741731644
1573565099.269348,3956,-0.05750637128949165
1573565109.668491,4317,-0.045448411256074905
1573565112.060245,4400,-0.030593955889344215
1573565114.712398,4492,-0.07698212563991547
1573565115.201206,4509,-0.03412465751171112
1573565120.041272,4676,-0.04531138762831688
1573565123.27504,4788,-0.03353513032197952
1573565128.551919,4971,-0.08439338207244873
1573565133.244472,5134,-0.0362454354763031
