Wall time,Step,Value
1570938142.2214935,6,2.3668031692504883
1570938143.6282291,16,0.8490528464317322
1570938144.012111,19,0.8011691570281982
1570938146.68819,25,0.7661256790161133
1570938150.5402005,41,0.6080849170684814
1570938150.8253348,43,0.5848129391670227
1570938151.0964448,45,0.6119094491004944
1570938151.2252386,46,0.6046648025512695
1570938153.2164462,48,0.5924550294876099
1570938155.8256164,54,0.5825873017311096
1570938155.9800782,55,0.5716231465339661
1570938156.118483,56,0.5447797179222107
1570938156.273341,57,0.5612944960594177
1570938157.5324135,66,0.5510798096656799
1570938160.1374788,72,0.5513490438461304
1570938160.2915502,73,0.5462111830711365
1570938160.4373932,74,0.5456762313842773
1570938160.5815694,75,0.5839990377426147
1570938163.1089997,80,0.5458797812461853
1570938164.2656577,88,0.5335007905960083
1570938165.329205,95,0.5208243727684021
1570938172.5731976,103,0.4886064827442169
1570938173.3381748,106,0.49061667919158936
1570938173.6061199,107,0.48472079634666443
1570938175.4178455,114,0.47849205136299133
1570938176.931418,119,0.463910311460495
1570938187.068587,127,0.43180516362190247
1570938187.7628148,130,0.43134912848472595
1570938188.0377734,131,0.45005127787590027
1570938190.0928035,140,0.47403258085250854
1570938190.5723689,142,0.5069083571434021
1570938190.7783337,143,0.5120580196380615
1570938197.7408285,151,0.4717971384525299
1570938202.8189433,156,0.48277899622917175
1570938203.287511,158,0.46999138593673706
1570938203.5492718,159,0.4706289768218994
1570938204.7552001,163,0.4721655249595642
1570938206.0000298,168,0.4562808573246002
1570938206.230363,169,0.461276113986969
1570938210.8707054,172,0.46478790044784546
1570938217.1753416,178,0.49530720710754395
1570938217.4652562,179,0.44937795400619507
1570938218.6376593,184,0.403152734041214
1570938219.1419885,186,0.41692858934402466
1570938219.3705668,187,0.4503052234649658
1570938220.28313,191,0.44089454412460327
1570938220.5258617,192,0.42679157853126526
1570938226.1139202,199,0.40448808670043945
1570938232.3328028,207,0.4111442565917969
1570938232.6476808,208,0.4751948416233063
1570938232.9876523,209,0.40134307742118835
1570938234.161242,213,0.46318212151527405
1570938240.9381115,224,0.4034445583820343
1570938246.3373575,230,0.45782431960105896
1570938247.5433755,235,0.3777744472026825
1570938248.2551944,238,0.4391603171825409
1570938256.3463812,250,0.42668983340263367
1570938261.7840905,256,0.4058695137500763
1570938263.1072297,261,0.41406726837158203
1570938263.3612604,262,0.39556965231895447
1570938263.804789,264,0.41489043831825256
1570938264.8405442,268,0.3943360149860382
1570938269.5009308,272,0.3833359479904175
1570938270.0509436,274,0.3698500096797943
1570938275.3363235,279,0.40204212069511414
1570938278.4401307,293,0.4040367901325226
1570938283.1567655,298,0.38320988416671753
1570938283.3806655,299,0.373861163854599
1570938288.9593415,303,0.3878227770328522
