Wall time,Step,Value
1570847494.436308,6,0.8460983037948608
1570847496.5780232,16,0.7596337795257568
1570847497.2050297,19,0.7280474901199341
1570847500.091636,25,0.6774957180023193
1570847504.8960388,41,0.6677610874176025
1570847505.3038063,43,0.6691697835922241
1570847505.7167013,45,0.6581094264984131
1570847505.9217002,46,0.6722976565361023
1570847508.3962245,48,0.665159285068512
1570847512.0667756,54,0.6618238687515259
1570847512.3208935,55,0.6658390760421753
1570847512.5794168,56,0.6613732576370239
1570847512.8595097,57,0.6585894823074341
1570847515.0747411,66,0.6533183455467224
1570847519.7844303,72,0.6500320434570312
1570847520.0841913,73,0.6422225832939148
1570847520.3425004,74,0.6385215520858765
1570847520.6029265,75,0.6466977000236511
1570847525.48416,80,0.6437804102897644
1570847527.698915,88,0.6296889781951904
1570847529.516766,95,0.6078727841377258
1570847538.8309307,103,0.6036769151687622
1570847539.6297395,106,0.5983496904373169
1570847539.9269814,107,0.5963376760482788
1570847541.9688163,114,0.5728285908699036
1570847543.6475713,119,0.5397839546203613
1570847555.3355472,127,0.5381707549095154
1570847556.2388272,130,0.5266869068145752
1570847556.5625784,131,0.5162889957427979
1570847559.7071497,140,0.5046634674072266
1570847560.4091341,142,0.5118659734725952
1570847560.7649639,143,0.5178971886634827
1570847568.890522,151,0.48420628905296326
1570847576.1057003,156,0.4566062390804291
1570847576.8694143,158,0.4508458375930786
1570847577.21782,159,0.4585013687610626
1570847578.7372832,163,0.4551406502723694
1570847580.6874948,168,0.4666944444179535
1570847581.0158057,169,0.425991952419281
1570847587.285807,172,0.45324984192848206
1570847594.7305322,178,0.4337393045425415
1570847595.1045027,179,0.42705780267715454
1570847597.0451586,184,0.4199402928352356
1570847597.8884568,186,0.43802428245544434
1570847598.218765,187,0.41452234983444214
1570847599.60985,191,0.42291292548179626
1570847599.9535668,192,0.4523569643497467
1570847607.9785519,199,0.40313059091567993
1570847616.1897106,207,0.42180266976356506
1570847616.500463,208,0.4008645713329315
1570847616.8825598,209,0.39992284774780273
1570847618.3681118,213,0.4046895503997803
1570847628.0908093,224,0.38896799087524414
1570847635.8306262,230,0.3849811255931854
1570847637.7489939,235,0.38911670446395874
1570847638.9431133,238,0.39230582118034363
1570847650.147272,250,0.3748612403869629
1570847659.6505954,256,0.38436979055404663
1570847661.7297876,261,0.40483808517456055
1570847662.1403124,262,0.3868451416492462
1570847662.9647317,264,0.37603598833084106
1570847664.5869272,268,0.4137975871562958
1570847672.6788745,272,0.40929922461509705
1570847673.6570032,274,0.37022820115089417
1570847682.9689863,279,0.3895125687122345
1570847689.0339494,293,0.4085223376750946
1570847697.3854992,298,0.3707962930202484
1570847697.8515189,299,0.3647140860557556
1570847706.7658195,303,0.38982874155044556
1570847707.1578743,304,0.38568389415740967
1570847708.772693,308,0.37197667360305786
1570847709.2533426,309,0.37341856956481934
1570847710.124499,311,0.39004942774772644
1570847713.88908,319,0.36454877257347107
1570847714.384277,320,0.36982136964797974
1570847724.3631897,326,0.3955296277999878
1570847732.8171446,327,0.3729506731033325
1570847733.2731438,328,0.38312914967536926
1570847734.653917,331,0.36455658078193665
1570847739.0226276,340,0.36073994636535645
1570847750.225569,348,0.35972243547439575
1570847765.775142,364,0.3497454524040222
1570847767.5607011,368,0.4016251266002655
1570847778.074573,374,0.3533809781074524
1570847788.0021656,378,0.3712826073169708
1570847788.9257357,380,0.3448464274406433
1570847792.0162494,387,0.3689180314540863
1570847794.4434383,392,0.3896785080432892
1570847794.933127,393,0.39975807070732117
1570847818.1264172,409,0.3585722744464874
1570847832.3541048,422,0.38015395402908325
1570847832.8642051,423,0.350141316652298
1570847833.9370453,425,0.33422526717185974
1570847844.3943067,431,0.3477047085762024
1570847849.0397635,440,0.34200242161750793
1570847850.0862224,442,0.3831457495689392
1570847850.5260413,443,0.39702731370925903
1570847851.971032,446,0.3326301574707031
1570847869.801381,452,0.3519258499145508
1570847874.239275,461,0.36374419927597046
